Sea_Name,Date,Sea_Level_MM
Andaman Sea,2010-09-03 00:00:00,148.31
Arabian Sea,2010-09-03 00:00:00,-20.91
Atlantic Ocean,2010-09-03 00:00:00,48.05
Baltic Sea,2010-09-03 00:00:00,106.4
Bay Bengal,2010-09-03 00:00:00,40.24
Bering Sea,2010-09-03 00:00:00,26.12
Caribbean Sea,2010-09-03 00:00:00,67.62
Gulf Mexico,2010-09-03 00:00:00,90.6
Indian Ocean,2010-09-03 00:00:00,31.08
Indonesian,2010-09-03 00:00:00,88.01
Mediterranean,2010-09-03 00:00:00,90.28
Nino,2010-09-03 00:00:00,8.26
North Atlantic,2010-09-03 00:00:00,67.89
North Pacific,2010-09-03 00:00:00,65.27
Pacific Ocean,2010-09-03 00:00:00,13.5
Persian Gulf,2010-09-03 00:00:00,56.73
Sea Japan,2010-09-03 00:00:00,144.33
Sea Okhotsk,2010-09-03 00:00:00,-8.59
South China,2010-09-03 00:00:00,38.57
Southern Ocean,2010-09-03 00:00:00,11.09
Tropics,2010-09-03 00:00:00,27.71
World,2010-09-03 00:00:00,28.96
Yellow Sea,2010-09-03 00:00:00,130.41
North Sea,2010-09-04 00:00:00,33.84
Baltic Sea,2010-09-07 00:00:00,57.25
Andaman Sea,2010-09-08 00:00:00,136.55
Arabian Sea,2010-09-08 00:00:00,-6.42
Atlantic Ocean,2010-09-08 00:00:00,51.92
Bay Bengal,2010-09-08 00:00:00,52.47
Bering Sea,2010-09-08 00:00:00,37.32
Gulf Mexico,2010-09-08 00:00:00,88.66
Indian Ocean,2010-09-08 00:00:00,34.22
Indonesian,2010-09-08 00:00:00,88.48
Mediterranean,2010-09-08 00:00:00,114.13
Nino,2010-09-08 00:00:00,7.47
North Pacific,2010-09-08 00:00:00,63.61
North Sea,2010-09-08 00:00:00,15.09
Pacific Ocean,2010-09-08 00:00:00,12.06
Persian Gulf,2010-09-08 00:00:00,111.03
Sea Japan,2010-09-08 00:00:00,119.9
Sea Okhotsk,2010-09-08 00:00:00,1.22
South China,2010-09-08 00:00:00,59.99
Southern Ocean,2010-09-08 00:00:00,11.66
Tropics,2010-09-08 00:00:00,29.05
World,2010-09-08 00:00:00,29.94
Adriatic Sea,2010-09-09 00:00:00,69.63
Caribbean Sea,2010-09-09 00:00:00,83.64
North Atlantic,2010-09-09 00:00:00,75.61
Yellow Sea,2010-09-09 00:00:00,116.06
Adriatic Sea,2010-09-13 00:00:00,84.39
Andaman Sea,2010-09-13 00:00:00,128.71
Arabian Sea,2010-09-13 00:00:00,-11.41
Atlantic Ocean,2010-09-13 00:00:00,52.55
Baltic Sea,2010-09-13 00:00:00,-43.3
Bay Bengal,2010-09-13 00:00:00,54.44
Bering Sea,2010-09-13 00:00:00,42.12
Caribbean Sea,2010-09-13 00:00:00,70.22
Gulf Mexico,2010-09-13 00:00:00,93.1
Indian Ocean,2010-09-13 00:00:00,32.98
Indonesian,2010-09-13 00:00:00,84.01
Mediterranean,2010-09-13 00:00:00,110.28
Nino,2010-09-13 00:00:00,10.26
North Atlantic,2010-09-13 00:00:00,77.69
North Pacific,2010-09-13 00:00:00,63.07
Pacific Ocean,2010-09-13 00:00:00,13.5
Persian Gulf,2010-09-13 00:00:00,64.83
Sea Japan,2010-09-13 00:00:00,144.73
Sea Okhotsk,2010-09-13 00:00:00,6.21
South China,2010-09-13 00:00:00,30.57
Southern Ocean,2010-09-13 00:00:00,11.49
Tropics,2010-09-13 00:00:00,29.31
World,2010-09-13 00:00:00,30.36
North Sea,2010-09-14 00:00:00,75.14
Yellow Sea,2010-09-14 00:00:00,95.61
Baltic Sea,2010-09-17 00:00:00,-37.25
Andaman Sea,2010-09-18 00:00:00,91.95
Arabian Sea,2010-09-18 00:00:00,-4.62
Atlantic Ocean,2010-09-18 00:00:00,53.92
Bay Bengal,2010-09-18 00:00:00,74.37
Bering Sea,2010-09-18 00:00:00,19.02
Gulf Mexico,2010-09-18 00:00:00,84.06
Indian Ocean,2010-09-18 00:00:00,38.42
Indonesian,2010-09-18 00:00:00,87.68
Mediterranean,2010-09-18 00:00:00,122.23
Nino,2010-09-18 00:00:00,10.27
North Atlantic,2010-09-18 00:00:00,82.01
North Pacific,2010-09-18 00:00:00,57.81
North Sea,2010-09-18 00:00:00,104.09
Pacific Ocean,2010-09-18 00:00:00,10.76
Persian Gulf,2010-09-18 00:00:00,128.83
Sea Japan,2010-09-18 00:00:00,109.0
Sea Okhotsk,2010-09-18 00:00:00,11.12
South China,2010-09-18 00:00:00,65.19
Southern Ocean,2010-09-18 00:00:00,12.56
Tropics,2010-09-18 00:00:00,30.35
World,2010-09-18 00:00:00,30.64
Adriatic Sea,2010-09-19 00:00:00,57.83
Caribbean Sea,2010-09-19 00:00:00,87.64
Yellow Sea,2010-09-19 00:00:00,114.66
Adriatic Sea,2010-09-23 00:00:00,100.79
Andaman Sea,2010-09-23 00:00:00,52.01
Arabian Sea,2010-09-23 00:00:00,-0.61
Atlantic Ocean,2010-09-23 00:00:00,53.75
Baltic Sea,2010-09-23 00:00:00,110.5
Bay Bengal,2010-09-23 00:00:00,80.84
Bering Sea,2010-09-23 00:00:00,15.02
Gulf Mexico,2010-09-23 00:00:00,77.6
Indian Ocean,2010-09-23 00:00:00,37.68
Indonesian,2010-09-23 00:00:00,92.31
Mediterranean,2010-09-23 00:00:00,118.28
Nino,2010-09-23 00:00:00,12.56
North Atlantic,2010-09-23 00:00:00,82.39
North Pacific,2010-09-23 00:00:00,70.57
North Sea,2010-09-23 00:00:00,95.84
Pacific Ocean,2010-09-23 00:00:00,10.3
Persian Gulf,2010-09-23 00:00:00,101.73
Sea Japan,2010-09-23 00:00:00,105.53
Sea Okhotsk,2010-09-23 00:00:00,23.71
South China,2010-09-23 00:00:00,79.57
Southern Ocean,2010-09-23 00:00:00,11.79
Tropics,2010-09-23 00:00:00,28.81
World,2010-09-23 00:00:00,31.06
Yellow Sea,2010-09-23 00:00:00,119.61
Caribbean Sea,2010-09-24 00:00:00,71.42
Baltic Sea,2010-09-27 00:00:00,110.25
Sea Okhotsk,2010-09-27 00:00:00,24.42
Andaman Sea,2010-09-28 00:00:00,139.05
Arabian Sea,2010-09-28 00:00:00,-12.22
Atlantic Ocean,2010-09-28 00:00:00,46.22
Bay Bengal,2010-09-28 00:00:00,78.77
Bering Sea,2010-09-28 00:00:00,-7.98
Caribbean Sea,2010-09-28 00:00:00,67.34
Gulf Mexico,2010-09-28 00:00:00,57.46
Indian Ocean,2010-09-28 00:00:00,30.62
Indonesian,2010-09-28 00:00:00,107.98
Mediterranean,2010-09-28 00:00:00,128.43
Nino,2010-09-28 00:00:00,18.87
North Atlantic,2010-09-28 00:00:00,73.51
North Pacific,2010-09-28 00:00:00,69.61
North Sea,2010-09-28 00:00:00,26.09
Pacific Ocean,2010-09-28 00:00:00,16.56
Persian Gulf,2010-09-28 00:00:00,124.83
Sea Japan,2010-09-28 00:00:00,103.1
South China,2010-09-28 00:00:00,105.29
Southern Ocean,2010-09-28 00:00:00,8.06
Tropics,2010-09-28 00:00:00,32.05
World,2010-09-28 00:00:00,30.84
Yellow Sea,2010-09-28 00:00:00,105.76
Adriatic Sea,2010-09-29 00:00:00,94.23
Adriatic Sea,2010-10-02 00:00:00,105.49
South China,2010-10-02 00:00:00,123.87
Andaman Sea,2010-10-03 00:00:00,133.71
Arabian Sea,2010-10-03 00:00:00,-13.71
Atlantic Ocean,2010-10-03 00:00:00,40.35
Baltic Sea,2010-10-03 00:00:00,-2.3
Bay Bengal,2010-10-03 00:00:00,82.84
Bering Sea,2010-10-03 00:00:00,-13.58
Caribbean Sea,2010-10-03 00:00:00,48.72
Gulf Mexico,2010-10-03 00:00:00,61.3
Indian Ocean,2010-10-03 00:00:00,21.58
Indonesian,2010-10-03 00:00:00,107.31
Mediterranean,2010-10-03 00:00:00,128.78
Nino,2010-10-03 00:00:00,19.26
North Atlantic,2010-10-03 00:00:00,63.39
North Pacific,2010-10-03 00:00:00,78.87
Pacific Ocean,2010-10-03 00:00:00,20.6
Persian Gulf,2010-10-03 00:00:00,142.53
Sea Japan,2010-10-03 00:00:00,140.23
Sea Okhotsk,2010-10-03 00:00:00,38.31
Southern Ocean,2010-10-03 00:00:00,6.89
Tropics,2010-10-03 00:00:00,32.01
World,2010-10-03 00:00:00,30.56
Yellow Sea,2010-10-03 00:00:00,95.01
North Sea,2010-10-04 00:00:00,29.14
Andaman Sea,2010-10-07 00:00:00,170.25
Baltic Sea,2010-10-07 00:00:00,-66.05
Persian Gulf,2010-10-07 00:00:00,129.03
Arabian Sea,2010-10-08 00:00:00,-31.02
Atlantic Ocean,2010-10-08 00:00:00,41.22
Bay Bengal,2010-10-08 00:00:00,76.07
Bering Sea,2010-10-08 00:00:00,4.72
Caribbean Sea,2010-10-08 00:00:00,59.14
Gulf Mexico,2010-10-08 00:00:00,48.66
Indian Ocean,2010-10-08 00:00:00,17.32
Indonesian,2010-10-08 00:00:00,135.18
Mediterranean,2010-10-08 00:00:00,112.13
Nino,2010-10-08 00:00:00,23.87
North Atlantic,2010-10-08 00:00:00,66.01
North Pacific,2010-10-08 00:00:00,84.31
North Sea,2010-10-08 00:00:00,109.79
Pacific Ocean,2010-10-08 00:00:00,25.26
Sea Japan,2010-10-08 00:00:00,140.2
Sea Okhotsk,2010-10-08 00:00:00,34.82
South China,2010-10-08 00:00:00,124.89
Southern Ocean,2010-10-08 00:00:00,3.06
Tropics,2010-10-08 00:00:00,36.55
World,2010-10-08 00:00:00,32.64
Yellow Sea,2010-10-08 00:00:00,119.86
Adriatic Sea,2010-10-09 00:00:00,67.33
South China,2010-10-12 00:00:00,98.37
Adriatic Sea,2010-10-13 00:00:00,117.19
Andaman Sea,2010-10-13 00:00:00,226.61
Arabian Sea,2010-10-13 00:00:00,-35.71
Atlantic Ocean,2010-10-13 00:00:00,54.65
Baltic Sea,2010-10-13 00:00:00,-123.5
Bay Bengal,2010-10-13 00:00:00,108.24
Bering Sea,2010-10-13 00:00:00,7.22
Caribbean Sea,2010-10-13 00:00:00,74.72
Gulf Mexico,2010-10-13 00:00:00,78.0
Indian Ocean,2010-10-13 00:00:00,21.18
Indonesian,2010-10-13 00:00:00,137.11
Mediterranean,2010-10-13 00:00:00,135.28
Nino,2010-10-13 00:00:00,25.76
North Atlantic,2010-10-13 00:00:00,76.59
North Pacific,2010-10-13 00:00:00,77.07
North Sea,2010-10-13 00:00:00,139.04
Pacific Ocean,2010-10-13 00:00:00,16.7
Persian Gulf,2010-10-13 00:00:00,96.23
Sea Japan,2010-10-13 00:00:00,144.73
Sea Okhotsk,2010-10-13 00:00:00,16.11
Southern Ocean,2010-10-13 00:00:00,1.39
Tropics,2010-10-13 00:00:00,37.01
World,2010-10-13 00:00:00,33.36
Yellow Sea,2010-10-13 00:00:00,128.61
Baltic Sea,2010-10-17 00:00:00,-127.35
North Sea,2010-10-17 00:00:00,145.19
Andaman Sea,2010-10-18 00:00:00,226.45
Arabian Sea,2010-10-18 00:00:00,-30.32
Atlantic Ocean,2010-10-18 00:00:00,53.72
Bay Bengal,2010-10-18 00:00:00,86.17
Bering Sea,2010-10-18 00:00:00,-2.48
Caribbean Sea,2010-10-18 00:00:00,61.24
Gulf Mexico,2010-10-18 00:00:00,71.46
Indian Ocean,2010-10-18 00:00:00,31.12
Indonesian,2010-10-18 00:00:00,143.88
Mediterranean,2010-10-18 00:00:00,149.23
Nino,2010-10-18 00:00:00,26.47
North Atlantic,2010-10-18 00:00:00,75.01
North Pacific,2010-10-18 00:00:00,80.21
Pacific Ocean,2010-10-18 00:00:00,20.26
Persian Gulf,2010-10-18 00:00:00,95.13
Sea Japan,2010-10-18 00:00:00,123.9
Sea Okhotsk,2010-10-18 00:00:00,10.32
South China,2010-10-18 00:00:00,123.89
Southern Ocean,2010-10-18 00:00:00,9.56
Tropics,2010-10-18 00:00:00,38.25
World,2010-10-18 00:00:00,36.24
Yellow Sea,2010-10-18 00:00:00,134.56
Adriatic Sea,2010-10-19 00:00:00,125.83
Adriatic Sea,2010-10-22 00:00:00,177.09
Arabian Sea,2010-10-22 00:00:00,-27.91
Bay Bengal,2010-10-22 00:00:00,79.94
Indonesian,2010-10-22 00:00:00,145.61
Persian Gulf,2010-10-22 00:00:00,39.73
South China,2010-10-22 00:00:00,187.97
Andaman Sea,2010-10-23 00:00:00,215.81
Atlantic Ocean,2010-10-23 00:00:00,53.05
Baltic Sea,2010-10-23 00:00:00,-31.9
Bering Sea,2010-10-23 00:00:00,-14.98
Caribbean Sea,2010-10-23 00:00:00,52.92
Gulf Mexico,2010-10-23 00:00:00,60.7
Indian Ocean,2010-10-23 00:00:00,34.38
Mediterranean,2010-10-23 00:00:00,156.18
Nino,2010-10-23 00:00:00,31.86
North Atlantic,2010-10-23 00:00:00,66.29
North Pacific,2010-10-23 00:00:00,79.57
North Sea,2010-10-23 00:00:00,153.54
Pacific Ocean,2010-10-23 00:00:00,19.5
Sea Japan,2010-10-23 00:00:00,128.83
Sea Okhotsk,2010-10-23 00:00:00,-7.39
Southern Ocean,2010-10-23 00:00:00,12.69
Tropics,2010-10-23 00:00:00,38.71
World,2010-10-23 00:00:00,37.36
Yellow Sea,2010-10-23 00:00:00,155.61
Andaman Sea,2010-10-27 00:00:00,169.25
Baltic Sea,2010-10-27 00:00:00,34.55
Bay Bengal,2010-10-27 00:00:00,89.97
North Sea,2010-10-27 00:00:00,147.69
Persian Gulf,2010-10-27 00:00:00,74.73
Sea Okhotsk,2010-10-27 00:00:00,-5.18
Arabian Sea,2010-10-28 00:00:00,-26.82
Atlantic Ocean,2010-10-28 00:00:00,36.32
Bering Sea,2010-10-28 00:00:00,-20.98
Caribbean Sea,2010-10-28 00:00:00,23.34
Gulf Mexico,2010-10-28 00:00:00,15.76
Indian Ocean,2010-10-28 00:00:00,42.42
Indonesian,2010-10-28 00:00:00,159.78
Mediterranean,2010-10-28 00:00:00,120.73
Nino,2010-10-28 00:00:00,30.87
North Atlantic,2010-10-28 00:00:00,48.11
North Pacific,2010-10-28 00:00:00,73.31
Pacific Ocean,2010-10-28 00:00:00,21.56
Sea Japan,2010-10-28 00:00:00,134.3
South China,2010-10-28 00:00:00,177.29
Southern Ocean,2010-10-28 00:00:00,15.16
Tropics,2010-10-28 00:00:00,36.05
World,2010-10-28 00:00:00,34.44
Yellow Sea,2010-10-28 00:00:00,147.36
Adriatic Sea,2010-10-30 00:00:00,68.03
Adriatic Sea,2010-11-01 00:00:00,110.59
Bay Bengal,2010-11-01 00:00:00,89.04
Mediterranean,2010-11-01 00:00:00,104.28
Persian Gulf,2010-11-01 00:00:00,126.83
Sea Japan,2010-11-01 00:00:00,139.83
South China,2010-11-01 00:00:00,227.17
Andaman Sea,2010-11-02 00:00:00,157.31
Arabian Sea,2010-11-02 00:00:00,-6.01
Atlantic Ocean,2010-11-02 00:00:00,28.25
Baltic Sea,2010-11-02 00:00:00,98.9
Bering Sea,2010-11-02 00:00:00,-20.98
Caribbean Sea,2010-11-02 00:00:00,16.32
Gulf Mexico,2010-11-02 00:00:00,7.2
Indian Ocean,2010-11-02 00:00:00,52.78
Indonesian,2010-11-02 00:00:00,176.01
Nino,2010-11-02 00:00:00,33.76
North Atlantic,2010-11-02 00:00:00,39.79
North Pacific,2010-11-02 00:00:00,76.37
North Sea,2010-11-02 00:00:00,114.14
Pacific Ocean,2010-11-02 00:00:00,24.1
Sea Okhotsk,2010-11-02 00:00:00,-14.89
Southern Ocean,2010-11-02 00:00:00,18.99
Tropics,2010-11-02 00:00:00,38.71
World,2010-11-02 00:00:00,36.76
Yellow Sea,2010-11-02 00:00:00,131.01
Andaman Sea,2010-11-06 00:00:00,154.35
Baltic Sea,2010-11-06 00:00:00,110.65
Mediterranean,2010-11-06 00:00:00,71.33
North Sea,2010-11-06 00:00:00,49.59
Sea Japan,2010-11-06 00:00:00,164.3
Sea Okhotsk,2010-11-06 00:00:00,-10.48
Arabian Sea,2010-11-07 00:00:00,-9.62
Atlantic Ocean,2010-11-07 00:00:00,22.02
Bay Bengal,2010-11-07 00:00:00,79.77
Bering Sea,2010-11-07 00:00:00,7.32
Caribbean Sea,2010-11-07 00:00:00,9.44
Gulf Mexico,2010-11-07 00:00:00,10.36
Indian Ocean,2010-11-07 00:00:00,46.52
Indonesian,2010-11-07 00:00:00,193.28
Nino,2010-11-07 00:00:00,30.47
North Atlantic,2010-11-07 00:00:00,35.71
North Pacific,2010-11-07 00:00:00,71.31
Pacific Ocean,2010-11-07 00:00:00,25.36
Persian Gulf,2010-11-07 00:00:00,123.73
South China,2010-11-07 00:00:00,181.09
Southern Ocean,2010-11-07 00:00:00,17.96
Tropics,2010-11-07 00:00:00,35.45
World,2010-11-07 00:00:00,33.34
Yellow Sea,2010-11-07 00:00:00,103.76
Adriatic Sea,2010-11-08 00:00:00,88.63
Adriatic Sea,2010-11-11 00:00:00,150.29
Arabian Sea,2010-11-11 00:00:00,6.29
Baltic Sea,2010-11-11 00:00:00,124.1
Bay Bengal,2010-11-11 00:00:00,81.44
Gulf Mexico,2010-11-11 00:00:00,27.1
Indonesian,2010-11-11 00:00:00,178.81
Mediterranean,2010-11-11 00:00:00,112.58
Sea Japan,2010-11-11 00:00:00,129.83
South China,2010-11-11 00:00:00,175.27
Andaman Sea,2010-11-12 00:00:00,173.31
Atlantic Ocean,2010-11-12 00:00:00,33.75
Bering Sea,2010-11-12 00:00:00,61.72
Caribbean Sea,2010-11-12 00:00:00,40.02
Indian Ocean,2010-11-12 00:00:00,39.58
Nino,2010-11-12 00:00:00,32.46
North Atlantic,2010-11-12 00:00:00,55.19
North Pacific,2010-11-12 00:00:00,72.87
North Sea,2010-11-12 00:00:00,12.44
Pacific Ocean,2010-11-12 00:00:00,19.8
Persian Gulf,2010-11-12 00:00:00,175.23
Sea Okhotsk,2010-11-12 00:00:00,33.31
Southern Ocean,2010-11-12 00:00:00,15.29
Tropics,2010-11-12 00:00:00,34.91
World,2010-11-12 00:00:00,34.06
Yellow Sea,2010-11-12 00:00:00,70.21
Andaman Sea,2010-11-16 00:00:00,119.55
Baltic Sea,2010-11-16 00:00:00,141.15
Indonesian,2010-11-16 00:00:00,196.38
Mediterranean,2010-11-16 00:00:00,159.63
North Sea,2010-11-16 00:00:00,23.39
Persian Gulf,2010-11-16 00:00:00,240.63
Sea Japan,2010-11-16 00:00:00,117.2
Sea Okhotsk,2010-11-16 00:00:00,48.12
South China,2010-11-16 00:00:00,147.29
Arabian Sea,2010-11-17 00:00:00,1.78
Atlantic Ocean,2010-11-17 00:00:00,38.32
Bay Bengal,2010-11-17 00:00:00,85.47
Bering Sea,2010-11-17 00:00:00,68.02
Caribbean Sea,2010-11-17 00:00:00,32.84
Gulf Mexico,2010-11-17 00:00:00,50.76
Indian Ocean,2010-11-17 00:00:00,40.12
Nino,2010-11-17 00:00:00,29.87
North Atlantic,2010-11-17 00:00:00,45.91
North Pacific,2010-11-17 00:00:00,60.11
Pacific Ocean,2010-11-17 00:00:00,17.26
Southern Ocean,2010-11-17 00:00:00,22.56
Tropics,2010-11-17 00:00:00,32.65
World,2010-11-17 00:00:00,33.84
Yellow Sea,2010-11-17 00:00:00,57.26
Adriatic Sea,2010-11-18 00:00:00,194.33
Adriatic Sea,2010-11-21 00:00:00,191.99
Andaman Sea,2010-11-21 00:00:00,100.51
Arabian Sea,2010-11-21 00:00:00,15.09
Baltic Sea,2010-11-21 00:00:00,91.0
Bay Bengal,2010-11-21 00:00:00,93.64
Bering Sea,2010-11-21 00:00:00,59.42
Gulf Mexico,2010-11-21 00:00:00,45.2
Indonesian,2010-11-21 00:00:00,177.51
Mediterranean,2010-11-21 00:00:00,166.48
Persian Gulf,2010-11-21 00:00:00,161.83
Sea Japan,2010-11-21 00:00:00,129.63
South China,2010-11-21 00:00:00,150.57
Atlantic Ocean,2010-11-22 00:00:00,33.25
Caribbean Sea,2010-11-22 00:00:00,29.62
Indian Ocean,2010-11-22 00:00:00,34.88
Nino,2010-11-22 00:00:00,24.76
North Atlantic,2010-11-22 00:00:00,41.79
North Pacific,2010-11-22 00:00:00,59.07
North Sea,2010-11-22 00:00:00,-14.06
Pacific Ocean,2010-11-22 00:00:00,10.7
Sea Okhotsk,2010-11-22 00:00:00,66.11
Southern Ocean,2010-11-22 00:00:00,15.69
Tropics,2010-11-22 00:00:00,27.91
World,2010-11-22 00:00:00,29.46
Yellow Sea,2010-11-22 00:00:00,85.01
Andaman Sea,2010-11-26 00:00:00,153.75
Baltic Sea,2010-11-26 00:00:00,29.95
Bay Bengal,2010-11-26 00:00:00,82.77
Indian Ocean,2010-11-26 00:00:00,41.82
Mediterranean,2010-11-26 00:00:00,151.53
North Sea,2010-11-26 00:00:00,-55.51
Persian Gulf,2010-11-26 00:00:00,132.63
Sea Japan,2010-11-26 00:00:00,90.9
Sea Okhotsk,2010-11-26 00:00:00,20.72
South China,2010-11-26 00:00:00,146.69
Adriatic Sea,2010-11-27 00:00:00,136.93
Arabian Sea,2010-11-27 00:00:00,4.58
Atlantic Ocean,2010-11-27 00:00:00,32.92
Bering Sea,2010-11-27 00:00:00,-4.68
Caribbean Sea,2010-11-27 00:00:00,23.94
Gulf Mexico,2010-11-27 00:00:00,24.36
Indonesian,2010-11-27 00:00:00,191.98
Nino,2010-11-27 00:00:00,21.87
North Atlantic,2010-11-27 00:00:00,32.41
North Pacific,2010-11-27 00:00:00,42.71
Pacific Ocean,2010-11-27 00:00:00,11.56
Southern Ocean,2010-11-27 00:00:00,27.76
Tropics,2010-11-27 00:00:00,25.45
World,2010-11-27 00:00:00,28.94
Yellow Sea,2010-11-27 00:00:00,58.56
Adriatic Sea,2010-12-01 00:00:00,207.29
Andaman Sea,2010-12-01 00:00:00,152.01
Arabian Sea,2010-12-01 00:00:00,2.79
Baltic Sea,2010-12-01 00:00:00,-116.3
Bay Bengal,2010-12-01 00:00:00,97.74
Bering Sea,2010-12-01 00:00:00,-36.78
Gulf Mexico,2010-12-01 00:00:00,-2.5
Indian Ocean,2010-12-01 00:00:00,41.58
Indonesian,2010-12-01 00:00:00,184.41
Mediterranean,2010-12-01 00:00:00,163.58
Nino,2010-12-01 00:00:00,19.46
Pacific Ocean,2010-12-01 00:00:00,8.8
Persian Gulf,2010-12-01 00:00:00,130.33
Sea Japan,2010-12-01 00:00:00,92.23
Sea Okhotsk,2010-12-01 00:00:00,27.41
South China,2010-12-01 00:00:00,157.27
Southern Ocean,2010-12-01 00:00:00,30.29
Tropics,2010-12-01 00:00:00,22.71
World,2010-12-01 00:00:00,27.16
Atlantic Ocean,2010-12-02 00:00:00,30.85
Caribbean Sea,2010-12-02 00:00:00,10.82
North Atlantic,2010-12-02 00:00:00,17.49
North Pacific,2010-12-02 00:00:00,42.17
North Sea,2010-12-02 00:00:00,-70.26
Yellow Sea,2010-12-02 00:00:00,20.91
Baltic Sea,2010-12-05 00:00:00,-147.15
Andaman Sea,2010-12-06 00:00:00,224.85
Arabian Sea,2010-12-06 00:00:00,-6.82
Bay Bengal,2010-12-06 00:00:00,69.07
Bering Sea,2010-12-06 00:00:00,-46.78
Gulf Mexico,2010-12-06 00:00:00,-1.74
Indian Ocean,2010-12-06 00:00:00,42.82
Indonesian,2010-12-06 00:00:00,191.68
Mediterranean,2010-12-06 00:00:00,147.93
Nino,2010-12-06 00:00:00,19.27
North Pacific,2010-12-06 00:00:00,34.01
North Sea,2010-12-06 00:00:00,49.79
Pacific Ocean,2010-12-06 00:00:00,14.16
Persian Gulf,2010-12-06 00:00:00,115.63
Sea Japan,2010-12-06 00:00:00,53.8
Sea Okhotsk,2010-12-06 00:00:00,4.42
South China,2010-12-06 00:00:00,135.69
Southern Ocean,2010-12-06 00:00:00,36.66
Tropics,2010-12-06 00:00:00,24.75
World,2010-12-06 00:00:00,29.14
Adriatic Sea,2010-12-07 00:00:00,166.43
Atlantic Ocean,2010-12-07 00:00:00,32.22
Caribbean Sea,2010-12-07 00:00:00,5.64
North Atlantic,2010-12-07 00:00:00,14.31
Yellow Sea,2010-12-07 00:00:00,-3.94
Adriatic Sea,2010-12-11 00:00:00,108.49
Andaman Sea,2010-12-11 00:00:00,151.21
Arabian Sea,2010-12-11 00:00:00,-25.71
Atlantic Ocean,2010-12-11 00:00:00,33.25
Baltic Sea,2010-12-11 00:00:00,-101.5
Bay Bengal,2010-12-11 00:00:00,95.34
Bering Sea,2010-12-11 00:00:00,-19.78
Gulf Mexico,2010-12-11 00:00:00,-44.8
Indian Ocean,2010-12-11 00:00:00,34.58
Indonesian,2010-12-11 00:00:00,198.81
Mediterranean,2010-12-11 00:00:00,124.08
Nino,2010-12-11 00:00:00,23.86
North Pacific,2010-12-11 00:00:00,25.87
Pacific Ocean,2010-12-11 00:00:00,17.3
Sea Japan,2010-12-11 00:00:00,20.33
Sea Okhotsk,2010-12-11 00:00:00,10.41
South China,2010-12-11 00:00:00,113.67
Southern Ocean,2010-12-11 00:00:00,38.69
Tropics,2010-12-11 00:00:00,26.71
World,2010-12-11 00:00:00,29.06
Yellow Sea,2010-12-11 00:00:00,-22.69
Caribbean Sea,2010-12-12 00:00:00,10.92
North Atlantic,2010-12-12 00:00:00,-2.01
North Sea,2010-12-12 00:00:00,93.74
Persian Gulf,2010-12-12 00:00:00,88.53
Baltic Sea,2010-12-15 00:00:00,-63.05
Andaman Sea,2010-12-16 00:00:00,146.45
Arabian Sea,2010-12-16 00:00:00,-13.02
Bay Bengal,2010-12-16 00:00:00,81.87
Bering Sea,2010-12-16 00:00:00,10.22
Gulf Mexico,2010-12-16 00:00:00,-37.24
Indian Ocean,2010-12-16 00:00:00,33.02
Mediterranean,2010-12-16 00:00:00,77.43
Nino,2010-12-16 00:00:00,20.07
North Pacific,2010-12-16 00:00:00,22.61
North Sea,2010-12-16 00:00:00,64.99
Pacific Ocean,2010-12-16 00:00:00,16.66
Persian Gulf,2010-12-16 00:00:00,77.33
Sea Japan,2010-12-16 00:00:00,-8.8
Sea Okhotsk,2010-12-16 00:00:00,-0.58
South China,2010-12-16 00:00:00,101.19
Southern Ocean,2010-12-16 00:00:00,37.86
Tropics,2010-12-16 00:00:00,25.45
World,2010-12-16 00:00:00,27.64
Adriatic Sea,2010-12-17 00:00:00,67.83
Atlantic Ocean,2010-12-17 00:00:00,34.12
Caribbean Sea,2010-12-17 00:00:00,7.04
Indonesian,2010-12-17 00:00:00,200.68
North Atlantic,2010-12-17 00:00:00,1.11
Yellow Sea,2010-12-17 00:00:00,-40.04
Adriatic Sea,2010-12-21 00:00:00,144.29
Andaman Sea,2010-12-21 00:00:00,147.81
Arabian Sea,2010-12-21 00:00:00,-12.91
Atlantic Ocean,2010-12-21 00:00:00,30.05
Baltic Sea,2010-12-21 00:00:00,-42.3
Bay Bengal,2010-12-21 00:00:00,97.54
Bering Sea,2010-12-21 00:00:00,20.42
Caribbean Sea,2010-12-21 00:00:00,-1.18
Gulf Mexico,2010-12-21 00:00:00,-59.7
Indian Ocean,2010-12-21 00:00:00,39.68
Indonesian,2010-12-21 00:00:00,217.51
Mediterranean,2010-12-21 00:00:00,91.28
Nino,2010-12-21 00:00:00,26.16
North Atlantic,2010-12-21 00:00:00,-3.81
North Pacific,2010-12-21 00:00:00,24.07
Pacific Ocean,2010-12-21 00:00:00,17.8
Persian Gulf,2010-12-21 00:00:00,33.43
Sea Japan,2010-12-21 00:00:00,5.83
Sea Okhotsk,2010-12-21 00:00:00,24.21
South China,2010-12-21 00:00:00,145.97
Southern Ocean,2010-12-21 00:00:00,41.09
Tropics,2010-12-21 00:00:00,27.71
World,2010-12-21 00:00:00,29.76
Yellow Sea,2010-12-21 00:00:00,-69.99
North Sea,2010-12-22 00:00:00,-30.26
Baltic Sea,2010-12-25 00:00:00,-57.35
Andaman Sea,2010-12-26 00:00:00,89.35
