Country,ISO3,Date,Temp_Change
Mongolia,MNG,1987-01-01 00:00:00,0.166
Montserrat,MSR,1987-01-01 00:00:00,0.649
Morocco,MAR,1987-01-01 00:00:00,0.993
"Mozambique, Rep. of",MOZ,1987-01-01 00:00:00,0.679
Myanmar,MMR,1987-01-01 00:00:00,0.569
Namibia,NAM,1987-01-01 00:00:00,1.1
Nepal,NPL,1987-01-01 00:00:00,0.349
"Netherlands, The",NLD,1987-01-01 00:00:00,-0.503
New Caledonia,NCL,1987-01-01 00:00:00,0.069
New Zealand,NZL,1987-01-01 00:00:00,0.397
Nicaragua,NIC,1987-01-01 00:00:00,0.422
Niger,NER,1987-01-01 00:00:00,0.655
Nigeria,NGA,1987-01-01 00:00:00,0.823
Niue,NIU,1987-01-01 00:00:00,0.322
Norfolk Island,NFK,1987-01-01 00:00:00,-0.015
Norway,NOR,1987-01-01 00:00:00,-0.83
Oman,OMN,1987-01-01 00:00:00,0.07
Pakistan,PAK,1987-01-01 00:00:00,0.161
Panama,PAN,1987-01-01 00:00:00,0.566
Papua New Guinea,PNG,1987-01-01 00:00:00,0.38
Paraguay,PRY,1987-01-01 00:00:00,0.173
Peru,PER,1987-01-01 00:00:00,0.884
Philippines,PHL,1987-01-01 00:00:00,0.563
Pitcairn Islands,PCN,1987-01-01 00:00:00,-0.338
"Poland, Rep. of",POL,1987-01-01 00:00:00,-1.081
Portugal,PRT,1987-01-01 00:00:00,0.752
Puerto Rico,PRI,1987-01-01 00:00:00,0.597
Qatar,QAT,1987-01-01 00:00:00,0.385
Romania,ROU,1987-01-01 00:00:00,-0.724
Rwanda,RWA,1987-01-01 00:00:00,0.458
Saint Helena,SHN,1987-01-01 00:00:00,0.327
Saint Pierre and Miquelon,SPM,1987-01-01 00:00:00,-0.073
Samoa,WSM,1987-01-01 00:00:00,0.099
"San Marino, Rep. of",SMR,1987-01-01 00:00:00,0.103
"São Tomé and Príncipe, Dem. Rep. of",STP,1987-01-01 00:00:00,0.43
Saudi Arabia,SAU,1987-01-01 00:00:00,0.532
Senegal,SEN,1987-01-01 00:00:00,1.022
Seychelles,SYC,1987-01-01 00:00:00,0.505
Sierra Leone,SLE,1987-01-01 00:00:00,0.722
Singapore,SGP,1987-01-01 00:00:00,0.416
Solomon Islands,SLB,1987-01-01 00:00:00,-0.016
Somalia,SOM,1987-01-01 00:00:00,0.869
South Africa,ZAF,1987-01-01 00:00:00,0.743
Spain,ESP,1987-01-01 00:00:00,0.724
Sri Lanka,LKA,1987-01-01 00:00:00,0.685
St. Kitts and Nevis,KNA,1987-01-01 00:00:00,0.649
St. Lucia,LCA,1987-01-01 00:00:00,0.525
St. Vincent and the Grenadines,VCT,1987-01-01 00:00:00,0.444
Suriname,SUR,1987-01-01 00:00:00,0.734
Sweden,SWE,1987-01-01 00:00:00,-1.201
Switzerland,CHE,1987-01-01 00:00:00,-0.01
Syrian Arab Rep.,SYR,1987-01-01 00:00:00,-0.174
Taiwan Province of China,TWN,1987-01-01 00:00:00,0.352
"Tanzania, United Rep. of",TZA,1987-01-01 00:00:00,0.598
Thailand,THA,1987-01-01 00:00:00,0.815
Togo,TGO,1987-01-01 00:00:00,0.964
Tokelau,TKL,1987-01-01 00:00:00,0.585
Tonga,TON,1987-01-01 00:00:00,0.049
Trinidad and Tobago,TTO,1987-01-01 00:00:00,0.422
Tunisia,TUN,1987-01-01 00:00:00,0.61
Turks and Caicos Islands,TCA,1987-01-01 00:00:00,0.81
Tuvalu,TUV,1987-01-01 00:00:00,0.005
Uganda,UGA,1987-01-01 00:00:00,0.605
United Arab Emirates,ARE,1987-01-01 00:00:00,0.162
United Kingdom,GBR,1987-01-01 00:00:00,-0.283
United States,USA,1987-01-01 00:00:00,0.913
United States Virgin Islands,VIR,1987-01-01 00:00:00,0.506
Uruguay,URY,1987-01-01 00:00:00,0.336
Vanuatu,VUT,1987-01-01 00:00:00,-0.166
"Venezuela, Rep. Bolivariana de",VEN,1987-01-01 00:00:00,0.415
Vietnam,VNM,1987-01-01 00:00:00,1.048
Wallis and Futuna Islands,WLF,1987-01-01 00:00:00,0.264
West Bank and Gaza,PSE,1987-01-01 00:00:00,-0.294
Western Sahara,ESH,1987-01-01 00:00:00,1.109
World,WLD,1987-01-01 00:00:00,0.403
"Yemen, Rep. of",YEM,1987-01-01 00:00:00,0.012
Zambia,ZMB,1987-01-01 00:00:00,0.958
Zimbabwe,ZWE,1987-01-01 00:00:00,1.07
"Afghanistan, Islamic Rep. of",AFG,1988-01-01 00:00:00,0.919
Albania,ALB,1988-01-01 00:00:00,0.37
Algeria,DZA,1988-01-01 00:00:00,1.304
American Samoa,ASM,1988-01-01 00:00:00,0.509
"Andorra, Principality of",AND,1988-01-01 00:00:00,0.883
Angola,AGO,1988-01-01 00:00:00,0.572
Anguilla,AIA,1988-01-01 00:00:00,0.457
Antigua and Barbuda,ATG,1988-01-01 00:00:00,0.395
Argentina,ARG,1988-01-01 00:00:00,-0.192
"Aruba, Kingdom of the Netherlands",ABW,1988-01-01 00:00:00,0.388
Australia,AUS,1988-01-01 00:00:00,0.96
Austria,AUT,1988-01-01 00:00:00,0.82
"Bahamas, The",BHS,1988-01-01 00:00:00,0.426
"Bahrain, Kingdom of",BHR,1988-01-01 00:00:00,0.633
Bangladesh,BGD,1988-01-01 00:00:00,0.341
Barbados,BRB,1988-01-01 00:00:00,0.385
Belize,BLZ,1988-01-01 00:00:00,0.46
Benin,BEN,1988-01-01 00:00:00,0.631
Bhutan,BTN,1988-01-01 00:00:00,0.567
Bolivia,BOL,1988-01-01 00:00:00,0.334
Botswana,BWA,1988-01-01 00:00:00,0.287
Brazil,BRA,1988-01-01 00:00:00,0.461
British Virgin Islands,VGB,1988-01-01 00:00:00,0.512
Brunei Darussalam,BRN,1988-01-01 00:00:00,0.471
Bulgaria,BGR,1988-01-01 00:00:00,0.128
Burkina Faso,BFA,1988-01-01 00:00:00,0.593
Burundi,BDI,1988-01-01 00:00:00,0.286
Cabo Verde,CPV,1988-01-01 00:00:00,0.815
Cambodia,KHM,1988-01-01 00:00:00,0.415
Cameroon,CMR,1988-01-01 00:00:00,0.29
Canada,CAN,1988-01-01 00:00:00,1.204
Cayman Islands,CYM,1988-01-01 00:00:00,0.788
Central African Rep.,CAF,1988-01-01 00:00:00,0.265
Chad,TCD,1988-01-01 00:00:00,0.133
Chile,CHL,1988-01-01 00:00:00,0.08
"China, P.R.: Hong Kong",HKG,1988-01-01 00:00:00,-0.139
"China, P.R.: Macao",MAC,1988-01-01 00:00:00,-0.139
"China, P.R.: Mainland",CHN,1988-01-01 00:00:00,0.398
Colombia,COL,1988-01-01 00:00:00,0.312
"Comoros, Union of the",COM,1988-01-01 00:00:00,0.461
"Congo, Dem. Rep. of the",COD,1988-01-01 00:00:00,0.488
"Congo, Rep. of",COG,1988-01-01 00:00:00,0.211
Cook Islands,COK,1988-01-01 00:00:00,0.34
Costa Rica,CRI,1988-01-01 00:00:00,0.119
Cuba,CUB,1988-01-01 00:00:00,0.603
Cyprus,CYP,1988-01-01 00:00:00,0.044
Denmark,DNK,1988-01-01 00:00:00,0.925
Djibouti,DJI,1988-01-01 00:00:00,0.567
Dominica,DMA,1988-01-01 00:00:00,0.394
Dominican Rep.,DOM,1988-01-01 00:00:00,0.603
Ecuador,ECU,1988-01-01 00:00:00,0.425
"Egypt, Arab Rep. of",EGY,1988-01-01 00:00:00,0.211
El Salvador,SLV,1988-01-01 00:00:00,0.596
"Equatorial Guinea, Rep. of",GNQ,1988-01-01 00:00:00,0.34
"Eswatini, Kingdom of",SWZ,1988-01-01 00:00:00,0.608
Faroe Islands,FRO,1988-01-01 00:00:00,0.303
"Fiji, Rep. of",FJI,1988-01-01 00:00:00,0.846
Finland,FIN,1988-01-01 00:00:00,0.579
France,FRA,1988-01-01 00:00:00,0.773
French Polynesia,PYF,1988-01-01 00:00:00,0.356
Gabon,GAB,1988-01-01 00:00:00,0.232
"Gambia, The",GMB,1988-01-01 00:00:00,0.829
Germany,DEU,1988-01-01 00:00:00,0.893
Ghana,GHA,1988-01-01 00:00:00,0.645
Gibraltar,GIB,1988-01-01 00:00:00,0.782
Greece,GRC,1988-01-01 00:00:00,0.129
Greenland,GRL,1988-01-01 00:00:00,0.513
Grenada,GRD,1988-01-01 00:00:00,0.446
Guadeloupe,GLP,1988-01-01 00:00:00,0.426
Guatemala,GTM,1988-01-01 00:00:00,0.481
Guinea,GIN,1988-01-01 00:00:00,0.61
Guinea-Bissau,GNB,1988-01-01 00:00:00,0.669
Guyana,GUY,1988-01-01 00:00:00,0.4
Haiti,HTI,1988-01-01 00:00:00,0.721
Holy See,VAT,1988-01-01 00:00:00,0.755
Honduras,HND,1988-01-01 00:00:00,0.621
Hungary,HUN,1988-01-01 00:00:00,0.385
Iceland,ISL,1988-01-01 00:00:00,-0.088
India,IND,1988-01-01 00:00:00,0.504
Indonesia,IDN,1988-01-01 00:00:00,0.437
"Iran, Islamic Rep. of",IRN,1988-01-01 00:00:00,0.706
Iraq,IRQ,1988-01-01 00:00:00,0.106
Ireland,IRL,1988-01-01 00:00:00,0.246
Isle of Man,IMN,1988-01-01 00:00:00,0.27
Israel,ISR,1988-01-01 00:00:00,0.037
Italy,ITA,1988-01-01 00:00:00,0.842
Jamaica,JAM,1988-01-01 00:00:00,0.949
Japan,JPN,1988-01-01 00:00:00,-0.154
Jordan,JOR,1988-01-01 00:00:00,0.03
Kenya,KEN,1988-01-01 00:00:00,0.589
Kiribati,KIR,1988-01-01 00:00:00,0.073
"Korea, Dem. People's Rep. of",PRK,1988-01-01 00:00:00,0.562
"Korea, Rep. of",KOR,1988-01-01 00:00:00,0.255
Kuwait,KWT,1988-01-01 00:00:00,0.449
Lao People's Dem. Rep.,LAO,1988-01-01 00:00:00,0.361
Lebanon,LBN,1988-01-01 00:00:00,0.019
"Lesotho, Kingdom of",LSO,1988-01-01 00:00:00,0.484
Liberia,LBR,1988-01-01 00:00:00,0.824
Libya,LBY,1988-01-01 00:00:00,1.051
Liechtenstein,LIE,1988-01-01 00:00:00,0.929
"Madagascar, Rep. of",MDG,1988-01-01 00:00:00,0.572
Malawi,MWI,1988-01-01 00:00:00,0.693
Malaysia,MYS,1988-01-01 00:00:00,0.525
Maldives,MDV,1988-01-01 00:00:00,0.787
Mali,MLI,1988-01-01 00:00:00,0.784
Malta,MLT,1988-01-01 00:00:00,1.194
Martinique,MTQ,1988-01-01 00:00:00,0.404
"Mauritania, Islamic Rep. of",MRT,1988-01-01 00:00:00,0.875
Mauritius,MUS,1988-01-01 00:00:00,0.443
Mayotte,MYT,1988-01-01 00:00:00,0.448
Mexico,MEX,1988-01-01 00:00:00,0.174
Monaco,MCO,1988-01-01 00:00:00,0.758
Mongolia,MNG,1988-01-01 00:00:00,0.63
Montserrat,MSR,1988-01-01 00:00:00,0.395
Morocco,MAR,1988-01-01 00:00:00,0.837
"Mozambique, Rep. of",MOZ,1988-01-01 00:00:00,0.588
Myanmar,MMR,1988-01-01 00:00:00,0.408
Namibia,NAM,1988-01-01 00:00:00,0.482
Nepal,NPL,1988-01-01 00:00:00,0.595
"Netherlands, The",NLD,1988-01-01 00:00:00,0.796
New Caledonia,NCL,1988-01-01 00:00:00,1.05
New Zealand,NZL,1988-01-01 00:00:00,0.488
Nicaragua,NIC,1988-01-01 00:00:00,0.505
Niger,NER,1988-01-01 00:00:00,0.587
Nigeria,NGA,1988-01-01 00:00:00,0.501
Niue,NIU,1988-01-01 00:00:00,0.767
Norfolk Island,NFK,1988-01-01 00:00:00,0.8
Norway,NOR,1988-01-01 00:00:00,0.476
Oman,OMN,1988-01-01 00:00:00,0.201
Pakistan,PAK,1988-01-01 00:00:00,0.72
Panama,PAN,1988-01-01 00:00:00,0.183
Papua New Guinea,PNG,1988-01-01 00:00:00,0.666
Paraguay,PRY,1988-01-01 00:00:00,-0.073
Peru,PER,1988-01-01 00:00:00,0.511
Philippines,PHL,1988-01-01 00:00:00,0.799
Pitcairn Islands,PCN,1988-01-01 00:00:00,-0.079
"Poland, Rep. of",POL,1988-01-01 00:00:00,0.681
Portugal,PRT,1988-01-01 00:00:00,0.637
Puerto Rico,PRI,1988-01-01 00:00:00,0.528
Qatar,QAT,1988-01-01 00:00:00,0.494
Romania,ROU,1988-01-01 00:00:00,0.092
Rwanda,RWA,1988-01-01 00:00:00,0.268
Saint Helena,SHN,1988-01-01 00:00:00,0.527
Saint Pierre and Miquelon,SPM,1988-01-01 00:00:00,0.197
Samoa,WSM,1988-01-01 00:00:00,0.399
"San Marino, Rep. of",SMR,1988-01-01 00:00:00,0.771
"São Tomé and Príncipe, Dem. Rep. of",STP,1988-01-01 00:00:00,0.375
Saudi Arabia,SAU,1988-01-01 00:00:00,0.452
Senegal,SEN,1988-01-01 00:00:00,0.874
Seychelles,SYC,1988-01-01 00:00:00,0.418
Sierra Leone,SLE,1988-01-01 00:00:00,0.626
Singapore,SGP,1988-01-01 00:00:00,0.323
Solomon Islands,SLB,1988-01-01 00:00:00,0.645
Somalia,SOM,1988-01-01 00:00:00,0.719
South Africa,ZAF,1988-01-01 00:00:00,0.338
Spain,ESP,1988-01-01 00:00:00,0.796
Sri Lanka,LKA,1988-01-01 00:00:00,0.704
St. Kitts and Nevis,KNA,1988-01-01 00:00:00,0.395
St. Lucia,LCA,1988-01-01 00:00:00,0.424
St. Vincent and the Grenadines,VCT,1988-01-01 00:00:00,0.453
Suriname,SUR,1988-01-01 00:00:00,0.561
Sweden,SWE,1988-01-01 00:00:00,0.726
Switzerland,CHE,1988-01-01 00:00:00,0.916
Syrian Arab Rep.,SYR,1988-01-01 00:00:00,-0.203
Taiwan Province of China,TWN,1988-01-01 00:00:00,0.299
"Tanzania, United Rep. of",TZA,1988-01-01 00:00:00,0.657
Thailand,THA,1988-01-01 00:00:00,0.354
Togo,TGO,1988-01-01 00:00:00,0.608
Tokelau,TKL,1988-01-01 00:00:00,0.196
Tonga,TON,1988-01-01 00:00:00,0.857
Trinidad and Tobago,TTO,1988-01-01 00:00:00,0.303
Tunisia,TUN,1988-01-01 00:00:00,1.336
Turks and Caicos Islands,TCA,1988-01-01 00:00:00,0.588
Tuvalu,TUV,1988-01-01 00:00:00,0.089
Uganda,UGA,1988-01-01 00:00:00,0.433
United Arab Emirates,ARE,1988-01-01 00:00:00,0.191
United Kingdom,GBR,1988-01-01 00:00:00,0.307
United States,USA,1988-01-01 00:00:00,0.471
United States Virgin Islands,VIR,1988-01-01 00:00:00,0.523
Uruguay,URY,1988-01-01 00:00:00,-0.504
Vanuatu,VUT,1988-01-01 00:00:00,0.689
"Venezuela, Rep. Bolivariana de",VEN,1988-01-01 00:00:00,0.161
Vietnam,VNM,1988-01-01 00:00:00,0.181
Wallis and Futuna Islands,WLF,1988-01-01 00:00:00,0.6
West Bank and Gaza,PSE,1988-01-01 00:00:00,0.033
Western Sahara,ESH,1988-01-01 00:00:00,0.384
World,WLD,1988-01-01 00:00:00,0.558
"Yemen, Rep. of",YEM,1988-01-01 00:00:00,0.971
Zambia,ZMB,1988-01-01 00:00:00,0.627
Zimbabwe,ZWE,1988-01-01 00:00:00,0.447
"Afghanistan, Islamic Rep. of",AFG,1989-01-01 00:00:00,-0.205
Albania,ALB,1989-01-01 00:00:00,-0.066
Algeria,DZA,1989-01-01 00:00:00,0.386
American Samoa,ASM,1989-01-01 00:00:00,0.143
"Andorra, Principality of",AND,1989-01-01 00:00:00,1.162
Angola,AGO,1989-01-01 00:00:00,-0.055
Anguilla,AIA,1989-01-01 00:00:00,-0.002
Antigua and Barbuda,ATG,1989-01-01 00:00:00,-0.077
Argentina,ARG,1989-01-01 00:00:00,0.611
"Aruba, Kingdom of the Netherlands",ABW,1989-01-01 00:00:00,-0.066
Australia,AUS,1989-01-01 00:00:00,0.153
Austria,AUT,1989-01-01 00:00:00,1.104
"Bahamas, The",BHS,1989-01-01 00:00:00,0.672
"Bahrain, Kingdom of",BHR,1989-01-01 00:00:00,0.047
Bangladesh,BGD,1989-01-01 00:00:00,0.064
Barbados,BRB,1989-01-01 00:00:00,0.187
Belize,BLZ,1989-01-01 00:00:00,0.173
Benin,BEN,1989-01-01 00:00:00,-0.052
Bhutan,BTN,1989-01-01 00:00:00,0.22
Bolivia,BOL,1989-01-01 00:00:00,0.129
Botswana,BWA,1989-01-01 00:00:00,-0.306
Brazil,BRA,1989-01-01 00:00:00,0.13
British Virgin Islands,VGB,1989-01-01 00:00:00,0.054
Brunei Darussalam,BRN,1989-01-01 00:00:00,0.057
Bulgaria,BGR,1989-01-01 00:00:00,0.405
Burkina Faso,BFA,1989-01-01 00:00:00,0.009
Burundi,BDI,1989-01-01 00:00:00,0.02
Cabo Verde,CPV,1989-01-01 00:00:00,0.95
Cambodia,KHM,1989-01-01 00:00:00,0.324
Cameroon,CMR,1989-01-01 00:00:00,-0.384
Canada,CAN,1989-01-01 00:00:00,0.017
Cayman Islands,CYM,1989-01-01 00:00:00,0.785
Central African Rep.,CAF,1989-01-01 00:00:00,-0.148
Chad,TCD,1989-01-01 00:00:00,-0.271
Chile,CHL,1989-01-01 00:00:00,0.327
"China, P.R.: Hong Kong",HKG,1989-01-01 00:00:00,0.257
"China, P.R.: Macao",MAC,1989-01-01 00:00:00,0.257
"China, P.R.: Mainland",CHN,1989-01-01 00:00:00,0.428
Colombia,COL,1989-01-01 00:00:00,-0.091
"Comoros, Union of the",COM,1989-01-01 00:00:00,-0.234
"Congo, Dem. Rep. of the",COD,1989-01-01 00:00:00,-0.144
"Congo, Rep. of",COG,1989-01-01 00:00:00,-0.301
Cook Islands,COK,1989-01-01 00:00:00,0.13
Costa Rica,CRI,1989-01-01 00:00:00,0.067
Cuba,CUB,1989-01-01 00:00:00,0.68
Cyprus,CYP,1989-01-01 00:00:00,0.085
Denmark,DNK,1989-01-01 00:00:00,1.803
Djibouti,DJI,1989-01-01 00:00:00,-0.104
Dominica,DMA,1989-01-01 00:00:00,-0.056
Dominican Rep.,DOM,1989-01-01 00:00:00,0.251
Ecuador,ECU,1989-01-01 00:00:00,-0.003
"Egypt, Arab Rep. of",EGY,1989-01-01 00:00:00,-0.216
El Salvador,SLV,1989-01-01 00:00:00,0.237
"Equatorial Guinea, Rep. of",GNQ,1989-01-01 00:00:00,-0.052
"Eswatini, Kingdom of",SWZ,1989-01-01 00:00:00,0.142
Faroe Islands,FRO,1989-01-01 00:00:00,0.53
"Fiji, Rep. of",FJI,1989-01-01 00:00:00,0.247
Finland,FIN,1989-01-01 00:00:00,2.179
France,FRA,1989-01-01 00:00:00,1.278
French Polynesia,PYF,1989-01-01 00:00:00,0.159
Gabon,GAB,1989-01-01 00:00:00,-0.023
"Gambia, The",GMB,1989-01-01 00:00:00,0.609
Germany,DEU,1989-01-01 00:00:00,1.491
Ghana,GHA,1989-01-01 00:00:00,0.237
Gibraltar,GIB,1989-01-01 00:00:00,0.908
Greece,GRC,1989-01-01 00:00:00,-0.204
Greenland,GRL,1989-01-01 00:00:00,-1.537
Grenada,GRD,1989-01-01 00:00:00,-0.169
Guadeloupe,GLP,1989-01-01 00:00:00,-0.032
Guatemala,GTM,1989-01-01 00:00:00,0.132
Guinea,GIN,1989-01-01 00:00:00,0.116
Guinea-Bissau,GNB,1989-01-01 00:00:00,0.441
Guyana,GUY,1989-01-01 00:00:00,-0.044
Haiti,HTI,1989-01-01 00:00:00,0.396
Holy See,VAT,1989-01-01 00:00:00,0.148
Honduras,HND,1989-01-01 00:00:00,0.191
Hungary,HUN,1989-01-01 00:00:00,0.864
Iceland,ISL,1989-01-01 00:00:00,-0.174
India,IND,1989-01-01 00:00:00,-0.018
Indonesia,IDN,1989-01-01 00:00:00,0.13
"Iran, Islamic Rep. of",IRN,1989-01-01 00:00:00,0.22
Iraq,IRQ,1989-01-01 00:00:00,0.176
Ireland,IRL,1989-01-01 00:00:00,1.054
Isle of Man,IMN,1989-01-01 00:00:00,1.105
Israel,ISR,1989-01-01 00:00:00,-0.174
Italy,ITA,1989-01-01 00:00:00,0.417
Jamaica,JAM,1989-01-01 00:00:00,0.534
Japan,JPN,1989-01-01 00:00:00,0.556
Jordan,JOR,1989-01-01 00:00:00,-0.065
Kenya,KEN,1989-01-01 00:00:00,-0.208
Kiribati,KIR,1989-01-01 00:00:00,-0.203
"Korea, Dem. People's Rep. of",PRK,1989-01-01 00:00:00,1.235
"Korea, Rep. of",KOR,1989-01-01 00:00:00,0.78
Kuwait,KWT,1989-01-01 00:00:00,0.141
Lao People's Dem. Rep.,LAO,1989-01-01 00:00:00,0.299
Lebanon,LBN,1989-01-01 00:00:00,0.129
"Lesotho, Kingdom of",LSO,1989-01-01 00:00:00,0.017
Liberia,LBR,1989-01-01 00:00:00,0.364
Libya,LBY,1989-01-01 00:00:00,-0.006
Liechtenstein,LIE,1989-01-01 00:00:00,1.089
"Madagascar, Rep. of",MDG,1989-01-01 00:00:00,0.061
Malawi,MWI,1989-01-01 00:00:00,0.174
Malaysia,MYS,1989-01-01 00:00:00,0.181
Maldives,MDV,1989-01-01 00:00:00,-0.005
Mali,MLI,1989-01-01 00:00:00,0.107
Malta,MLT,1989-01-01 00:00:00,0.206
Martinique,MTQ,1989-01-01 00:00:00,-0.001
"Mauritania, Islamic Rep. of",MRT,1989-01-01 00:00:00,0.737
Mauritius,MUS,1989-01-01 00:00:00,0.063
Mayotte,MYT,1989-01-01 00:00:00,-0.164
Mexico,MEX,1989-01-01 00:00:00,0.493
Monaco,MCO,1989-01-01 00:00:00,0.908
Mongolia,MNG,1989-01-01 00:00:00,1.334
Montserrat,MSR,1989-01-01 00:00:00,-0.077
Morocco,MAR,1989-01-01 00:00:00,0.665
"Mozambique, Rep. of",MOZ,1989-01-01 00:00:00,0.092
Myanmar,MMR,1989-01-01 00:00:00,0.338
Namibia,NAM,1989-01-01 00:00:00,-0.289
"Nauru, Rep. of",NRU,1989-01-01 00:00:00,0.199
Nepal,NPL,1989-01-01 00:00:00,0.079
"Netherlands, The",NLD,1989-01-01 00:00:00,1.541
New Caledonia,NCL,1989-01-01 00:00:00,0.479
New Zealand,NZL,1989-01-01 00:00:00,0.736
Nicaragua,NIC,1989-01-01 00:00:00,0.158
Niger,NER,1989-01-01 00:00:00,-0.384
Nigeria,NGA,1989-01-01 00:00:00,-0.412
Niue,NIU,1989-01-01 00:00:00,0.324
Norfolk Island,NFK,1989-01-01 00:00:00,0.516
Norway,NOR,1989-01-01 00:00:00,1.741
Oman,OMN,1989-01-01 00:00:00,-0.347
Pakistan,PAK,1989-01-01 00:00:00,-0.313
Panama,PAN,1989-01-01 00:00:00,0.085
Papua New Guinea,PNG,1989-01-01 00:00:00,0.424
Paraguay,PRY,1989-01-01 00:00:00,-0.109
Peru,PER,1989-01-01 00:00:00,0.056
Philippines,PHL,1989-01-01 00:00:00,0.281
Pitcairn Islands,PCN,1989-01-01 00:00:00,0.234
"Poland, Rep. of",POL,1989-01-01 00:00:00,1.695
Portugal,PRT,1989-01-01 00:00:00,1.117
Puerto Rico,PRI,1989-01-01 00:00:00,0.081
Qatar,QAT,1989-01-01 00:00:00,-0.069
Romania,ROU,1989-01-01 00:00:00,0.752
Rwanda,RWA,1989-01-01 00:00:00,-0.022
Saint Helena,SHN,1989-01-01 00:00:00,0.2
Saint Pierre and Miquelon,SPM,1989-01-01 00:00:00,-0.408
Samoa,WSM,1989-01-01 00:00:00,-0.052
"San Marino, Rep. of",SMR,1989-01-01 00:00:00,0.278
"São Tomé and Príncipe, Dem. Rep. of",STP,1989-01-01 00:00:00,-0.151
Saudi Arabia,SAU,1989-01-01 00:00:00,-0.112
Senegal,SEN,1989-01-01 00:00:00,0.575
Seychelles,SYC,1989-01-01 00:00:00,-0.112
Sierra Leone,SLE,1989-01-01 00:00:00,0.157
Solomon Islands,SLB,1989-01-01 00:00:00,0.158
Somalia,SOM,1989-01-01 00:00:00,-0.101
South Africa,ZAF,1989-01-01 00:00:00,-0.034
Spain,ESP,1989-01-01 00:00:00,1.039
Sri Lanka,LKA,1989-01-01 00:00:00,0.219
St. Kitts and Nevis,KNA,1989-01-01 00:00:00,-0.077
St. Lucia,LCA,1989-01-01 00:00:00,-0.025
St. Vincent and the Grenadines,VCT,1989-01-01 00:00:00,-0.164
Suriname,SUR,1989-01-01 00:00:00,0.069
Sweden,SWE,1989-01-01 00:00:00,1.998
Switzerland,CHE,1989-01-01 00:00:00,1.142
Syrian Arab Rep.,SYR,1989-01-01 00:00:00,0.366
Taiwan Province of China,TWN,1989-01-01 00:00:00,0.062
"Tanzania, United Rep. of",TZA,1989-01-01 00:00:00,-0.083
Thailand,THA,1989-01-01 00:00:00,0.384
Togo,TGO,1989-01-01 00:00:00,0.08
Tokelau,TKL,1989-01-01 00:00:00,0.091
Tonga,TON,1989-01-01 00:00:00,0.487
Trinidad and Tobago,TTO,1989-01-01 00:00:00,-0.263
Tunisia,TUN,1989-01-01 00:00:00,0.481
Turks and Caicos Islands,TCA,1989-01-01 00:00:00,0.317
Tuvalu,TUV,1989-01-01 00:00:00,-0.122
Uganda,UGA,1989-01-01 00:00:00,-0.103
United Arab Emirates,ARE,1989-01-01 00:00:00,-0.31
United Kingdom,GBR,1989-01-01 00:00:00,1.145
United States,USA,1989-01-01 00:00:00,0.324
United States Virgin Islands,VIR,1989-01-01 00:00:00,0.073
Uruguay,URY,1989-01-01 00:00:00,0.74
Vanuatu,VUT,1989-01-01 00:00:00,0.122
"Venezuela, Rep. Bolivariana de",VEN,1989-01-01 00:00:00,-0.098
Vietnam,VNM,1989-01-01 00:00:00,0.034
Wallis and Futuna Islands,WLF,1989-01-01 00:00:00,0.203
West Bank and Gaza,PSE,1989-01-01 00:00:00,-0.173
Western Sahara,ESH,1989-01-01 00:00:00,0.691
World,WLD,1989-01-01 00:00:00,0.331
"Yemen, Rep. of",YEM,1989-01-01 00:00:00,0.361
Zambia,ZMB,1989-01-01 00:00:00,0.139
Zimbabwe,ZWE,1989-01-01 00:00:00,0.181
"Afghanistan, Islamic Rep. of",AFG,1990-01-01 00:00:00,0.73
Albania,ALB,1990-01-01 00:00:00,0.795
Algeria,DZA,1990-01-01 00:00:00,1.266
American Samoa,ASM,1990-01-01 00:00:00,0.497
"Andorra, Principality of",AND,1990-01-01 00:00:00,1.736
Angola,AGO,1990-01-01 00:00:00,0.687
Anguilla,AIA,1990-01-01 00:00:00,0.432
Antigua and Barbuda,ATG,1990-01-01 00:00:00,0.417
Argentina,ARG,1990-01-01 00:00:00,0.436
"Aruba, Kingdom of the Netherlands",ABW,1990-01-01 00:00:00,0.279
Australia,AUS,1990-01-01 00:00:00,0.549
Austria,AUT,1990-01-01 00:00:00,1.262
"Bahamas, The",BHS,1990-01-01 00:00:00,0.764
"Bahrain, Kingdom of",BHR,1990-01-01 00:00:00,0.455
Bangladesh,BGD,1990-01-01 00:00:00,-0.149
Barbados,BRB,1990-01-01 00:00:00,0.356
Belize,BLZ,1990-01-01 00:00:00,0.339
Benin,BEN,1990-01-01 00:00:00,0.58
Bhutan,BTN,1990-01-01 00:00:00,-0.087
Bolivia,BOL,1990-01-01 00:00:00,0.183
Botswana,BWA,1990-01-01 00:00:00,0.738
Brazil,BRA,1990-01-01 00:00:00,0.435
British Virgin Islands,VGB,1990-01-01 00:00:00,0.446
Brunei Darussalam,BRN,1990-01-01 00:00:00,0.381
Bulgaria,BGR,1990-01-01 00:00:00,0.797
Burkina Faso,BFA,1990-01-01 00:00:00,0.603
Burundi,BDI,1990-01-01 00:00:00,0.279
Cabo Verde,CPV,1990-01-01 00:00:00,1.313
Cambodia,KHM,1990-01-01 00:00:00,0.674
Cameroon,CMR,1990-01-01 00:00:00,0.651
Canada,CAN,1990-01-01 00:00:00,0.078
Cayman Islands,CYM,1990-01-01 00:00:00,0.77
